CommonCode,Name,Description,Symbol,Annex,Alias,Active
K70,pound (avoirdupois) per cubic foot psi,,(lb/ft^3)/psi,1,POUND_AVOIRDUPOIS_PER_CUBIC_FOOT_PSI_K70,0
K75,pound (avoirdupois) per cubic inch degree Fahrenheit,,(lb/in^3)/°F,1,POUND_AVOIRDUPOIS_PER_CUBIC_INCH_DEGREE_FAHRENHEIT_K75,0
K76,pound (avoirdupois) per cubic inch psi,,(lb/in^3)/psi,1,POUND_AVOIRDUPOIS_PER_CUBIC_INCH_PSI_K76,0
K66,pound (avoirdupois) per day,,lb/d,1,POUND_AVOIRDUPOIS_PER_DAY_K66,0
K64,pound (avoirdupois) per degree Fahrenheit,,lb/°F,1,POUND_AVOIRDUPOIS_PER_DEGREE_FAHRENHEIT_K64,0
K71,pound (avoirdupois) per gallon (UK),,lb/gal (UK),1,POUND_AVOIRDUPOIS_PER_GALLON_UK_K71,0
K73,pound (avoirdupois) per hour degree Fahrenheit,,(lb/h)/°F,1,POUND_AVOIRDUPOIS_PER_HOUR_DEGREE_FAHRENHEIT_K73,0
K74,pound (avoirdupois) per hour psi,,(lb/h)/psi,1,POUND_AVOIRDUPOIS_PER_HOUR_PSI_K74,0
K78,pound (avoirdupois) per minute,,lb/min,1,POUND_AVOIRDUPOIS_PER_MINUTE_K78,0
K79,pound (avoirdupois) per minute degree Fahrenheit,,lb/(min*°F),1,POUND_AVOIRDUPOIS_PER_MINUTE_DEGREE_FAHRENHEIT_K79,0
K80,pound (avoirdupois) per minute psi,,(lb/min)/psi,1,POUND_AVOIRDUPOIS_PER_MINUTE_PSI_K80,0
K77,pound (avoirdupois) per psi,,lb/psi,1,POUND_AVOIRDUPOIS_PER_PSI_K77,0
K81,pound (avoirdupois) per second,,lb/s,1,POUND_AVOIRDUPOIS_PER_SECOND_K81,0
K82,pound (avoirdupois) per second degree Fahrenheit,,(lb/s)/°F,1,POUND_AVOIRDUPOIS_PER_SECOND_DEGREE_FAHRENHEIT_K82,0
K83,pound (avoirdupois) per second psi,,(lb/s)/psi,1,POUND_AVOIRDUPOIS_PER_SECOND_PSI_K83,0
K65,pound (avoirdupois) square foot,,lb*ft^2,1,POUND_AVOIRDUPOIS_SQUARE_FOOT_K65,0
PE,pound equivalent,,,2,POUND_EQUIVALENT_PE,1
N10,pound foot per second,Product of the avoirdupois pound according to the avoirdupois unit system and the unit foot according to the Anglo_American and Imperial system of units divided by the SI base unit second.,lb*(ft/s),1,POUND_FOOT_PER_SECOND_N10,0
C77,pound gage,,,2,POUND_GAGE_C77,1
D96,pound gross,,,2,POUND_GROSS_D96,1
N11,pound inch per second,Product of the avoirdupois pound according to the avoirdupois unit system and the unit inch according to the Anglo_American and Imperial system of units divided by the SI base unit second.,lb*(in/s),1,POUND_INCH_PER_SECOND_N11,0
F20,pound inch squared,,lb*in^2,1,POUND_INCH_SQUARED_F20,0
P44,pound mole,Non SI_conforming unit of quantity of a substance relating that one pound mole of a chemical composition corresponds to the same number of pounds as the molecular weight of one molecule of this composition in atomic mass units.,lbmol,1,POUND_MOLE_P44,0
P46,pound mole per minute,Non SI_conforming unit of the power of the amount of substance non_SI compliant unit of the molar flux relating that a pound mole of a chemical composition the same number of pound corresponds like the molecular weight of a molecule of this composition in atomic mass units.,lbmol/h,1,POUND_MOLE_PER_MINUTE_P46,0
P48,pound mole per pound,Non SI_conforming unit of the material molar flux divided by the avoirdupois pound for mass according to the avoirdupois unit system.,lbmol/lb,1,POUND_MOLE_PER_POUND_P48,0
P45,pound mole per second,Non SI_conforming unit of the power of the amount of substance non_SI compliant unit of the molar flux relating that a pound mole of a chemical composition the same number of pound corresponds like the molecular weight of a molecule of this composition in atomic mass units.,lbmol/s,1,POUND_MOLE_PER_SECOND_P45,0
PN,pound net,,,2,POUND_NET_PN,1
NY,pound per air dry metric ton,,,2,POUND_PER_AIR_DRY_METRIC_TON_NY,1
87,pound per cubic foot,,lb/ft^3,1,POUND_PER_CUBIC_FOOT_87,0
LA,pound per cubic inch,,lb/in^3,1,POUND_PER_CUBIC_INCH_LA,0
K84,pound per cubic yard,,lb/yd^3,1,POUND_PER_CUBIC_YARD_K84,0
P2,pound per foot,,lb/ft,1,POUND_PER_FOOT_P2,0
N44,pound per foot day,Unit of the dynamic viscosity according to the Anglo_American unit system.,lb/(ft*d),1,POUND_PER_FOOT_DAY_N44,0
K67,pound per foot hour,,lb/(ft*h),1,POUND_PER_FOOT_HOUR_K67,0
N43,pound per foot minute,Unit of the dynamic viscosity according to the Anglo_American unit system.,lb/(ft*min),1,POUND_PER_FOOT_MINUTE_N43,0
K68,pound per foot second,,lb/(ft*s),1,POUND_PER_FOOT_SECOND_K68,0
GE,pound per gallon (US),,lb/gal (US),1,POUND_PER_GALLON_US_GE,0
4U,pound per hour,,lb/h,1,POUND_PER_HOUR_4U,0
PO,pound per inch of length,,lb/in,1,POUND_PER_INCH_OF_LENGTH_PO,0
PW,pound per inch of width,,,2,POUND_PER_INCH_OF_WIDTH_PW,1
3G,pound per piece of product,,,2,POUND_PER_PIECE_OF_PRODUCT_3G,1
M91,pound per pound,Proportion of the mass consisting of the avoirdupois pound according to the avoirdupois unit system divided by the avoirdupois pound according to the avoirdupois unit system.,lb/lb,1,POUND_PER_POUND_M91,0
3E,pound per pound of product,,,2,POUND_PER_POUND_OF_PRODUCT_3E,1
RP,pound per ream,A unit of mass for paper expressed as pounds per ream. (ream: a large quantity of paper typically 500 sheets).,,2,POUND_PER_REAM_RP,1
FP,pound per square foot,,lb/ft^2,1,POUND_PER_SQUARE_FOOT_FP,0
80,pound per square inch absolute,,lb/in^2,1,POUND_PER_SQUARE_INCH_ABSOLUTE_80,0
64,pound per square inch gauge,,,2,POUND_PER_SQUARE_INCH_GAUGE_64,1
N25,pound per square yard,Unit for areal_related mass as a unit pound according to the avoirdupois unit system divided by the power of the unit yard according to the Anglo_American and Imperial system of units with exponent 2.,lb/yd^2,1,POUND_PER_SQUARE_YARD_N25,0
5F,pound per thousand,,,2,POUND_PER_THOUSAND_5F,1
29,pound per thousand square foot,,lb/kft^2,2,POUND_PER_THOUSAND_SQUARE_FOOT_29,1
M84,pound per yard,Unit for linear mass according to avoirdupois system of units.,lb/yd,1,POUND_PER_YARD_M84,0
PM,pound percentage,,,2,POUND_PERCENTAGE_PM,1
C78,pound_force,,lbf,1,POUND_FORCE_C78,0
M92,pound_force foot,Product of the unit pound_force according to the Anglo_American system of units and the unit foot according to the Anglo_American and the Imperial system of units.,lbf*ft,1,POUND_FORCE_FOOT_M92,0
F22,pound_force foot per ampere,,lbf*ft/A,1,POUND_FORCE_FOOT_PER_AMPERE_F22,0
P89,pound_force foot per inch,Unit for length_related rotational moment according to the Anglo_American and Imperial system of units.,lbf*ft/in,2,POUND_FORCE_FOOT_PER_INCH_P89,1
G20,pound_force foot per pound,,lbf*ft/lb,1,POUND_FORCE_FOOT_PER_POUND_G20,0
F21,pound_force inch,,lbf*in,1,POUND_FORCE_INCH_F21,0
P90,pound_force inch per inch,Unit for length_related rotational moment according to the Anglo_American and Imperial system of units.,lbf*in/in,2,POUND_FORCE_INCH_PER_INCH_P90,1
F17,pound_force per foot,,lbf/ft,1,POUND_FORCE_PER_FOOT_F17,0
F48,pound_force per inch,,lbf/in,1,POUND_FORCE_PER_INCH_F48,0
K85,pound_force per square foot,,lbf/ft^2,1,POUND_FORCE_PER_SQUARE_FOOT_K85,0
PS,pound_force per square inch,,lbf/in^2,1,POUND_FORCE_PER_SQUARE_INCH_PS,0
K86,pound_force per square inch degree Fahrenheit,,psi/°F,1,POUND_FORCE_PER_SQUARE_INCH_DEGREE_FAHRENHEIT_K86,0
N33,pound_force per yard,Unit of force per unit length based on the Anglo_American system of units.,lbf/yd,1,POUND_FORCE_PER_YARD_N33,0
K91,pound_force second per square foot,,lbf*s/ft^2,1,POUND_FORCE_SECOND_PER_SQUARE_FOOT_K91,0
K92,pound_force second per square inch,,lbf*s/in^2,1,POUND_FORCE_SECOND_PER_SQUARE_INCH_K92,0
M76,poundal,Non SI_conforming unit of the power which corresponds to a mass of a pound multiplied with the acceleration of a foot per square second.,pdl,1,POUNDAL_M76,0
M95,poundal foot,Product of the non SI_conforming unit of the force poundal and the unit foot according to the Anglo_American and Imperial system of units .,pdl*ft,1,POUNDAL_FOOT_M95,0
M96,poundal inch,Product of the non SI_conforming unit of the force poundal and the unit inch according to the Anglo_American and Imperial system of units .,pdl*in,1,POUNDAL_INCH_M96,0
N32,poundal per inch,Non SI_conforming unit of the surface tension according to the Imperial unit system as quotient poundal by inch.,pdl/in,1,POUNDAL_PER_INCH_N32,0
N21,poundal per square foot,Non SI_conforming unit of pressure by the Imperial system of units according to NIST: 1 pdl/ft^2 = 1488 164 Pa.,pdl/ft^2,1,POUNDAL_PER_SQUARE_FOOT_N21,0
N26,poundal per square inch,Non SI_conforming unit of the pressure according to the Imperial system of units (poundal by square inch).,pdl/in^2,1,POUNDAL_PER_SQUARE_INCH_N26,0
N34,poundal second per square foot,Non SI_conforming unit of viscosity.,(pdl/ft^2)*s,1,POUNDAL_SECOND_PER_SQUARE_FOOT_N34,0
N42,poundal second per square inch,Non SI_conforming unit of dynamic viscosity according to the Imperial system of units as product unit of the pressure (poundal by square inch) multiplied by the SI base unit second.,(pdl/in^2)*s,1,POUNDAL_SECOND_PER_SQUARE_INCH_N42,0
AW,powder filled vial,,,2,POWDER_FILLED_VIAL_AW,1
N3,print point,,,2,PRINT_POINT_N3,1
PGL,proof gallon,A unit of volume equal to one gallon of proof spirits or the alcohol equivalent thereof. Used for measuring the strength of distilled alcoholic liquors expressed as a percentage of the alcohol content of a standard mixture at a specific temperature.,,2,PROOF_GALLON_PGL,1
PFL,proof litre,A unit of volume equal to one litre of proof spirits or the alcohol equivalent thereof. Used for measuring the strength of distilled alcoholic liquors expressed as a percentage of the alcohol content of a standard mixture at a specific temperature.,,2,PROOF_LITRE_PFL,1
K87,psi cubic inch per second,,psi*in^3/s,1,PSI_CUBIC_INCH_PER_SECOND_K87,0
K89,psi cubic metre per second,,psi*m^3/s,1,PSI_CUBIC_METRE_PER_SECOND_K89,0
K90,psi cubic yard per second,,psi*yd^3/s,1,PSI_CUBIC_YARD_PER_SECOND_K90,0
K88,psi litre per second,,psi*l/s,1,PSI_LITRE_PER_SECOND_K88,0
P86,psi per inch,Compound unit for pressure (pound_force according to the Anglo_American unit system divided by the power of the unit inch according to the Anglo_American and Imperial system of units with the exponent 2) divided by the unit inch according to the Anglo_American and Imperial system of units .,psi/in,1,PSI_PER_INCH_P86,0
L52,psi per psi,,psi/psi,1,PSI_PER_PSI_L52,0
5G,pump,,,2,PUMP_5G,1
N70,quad (1015 BtuIT),Unit of heat energy according to the imperial system of units.,quad,1,QUAD_1015_BTUIT_N70,0
K94,quart (UK liquid) per day,,qt (UK liq.)/d,1,QUART_UK_LIQUID_PER_DAY_K94,0
K95,quart (UK liquid) per hour,,qt (UK liq.)/h,1,QUART_UK_LIQUID_PER_HOUR_K95,0
K96,quart (UK liquid) per minute,,qt (UK liq.)/min,1,QUART_UK_LIQUID_PER_MINUTE_K96,0
K97,quart (UK liquid) per second,,qt (UK liq.)/s,1,QUART_UK_LIQUID_PER_SECOND_K97,0
QTI,quart (UK),,qt (UK),1,QUART_UK_QTI,0
L62,quart (US dry),Use dry quart (US) (common code QTD),qt (US dry),1,QUART_US_DRY_L62,0
K98,quart (US liquid) per day,,qt (US liq.)/d,1,QUART_US_LIQUID_PER_DAY_K98,0
K99,quart (US liquid) per hour,,qt (US liq.)/h,1,QUART_US_LIQUID_PER_HOUR_K99,0
L10,quart (US liquid) per minute,,qt (US liq.)/min,1,QUART_US_LIQUID_PER_MINUTE_L10,0
L11,quart (US liquid) per second,,qt (US liq.)/s,1,QUART_US_LIQUID_PER_SECOND_L11,0
QT,quart (US),Use liquid quart (common code QTL),qt (US),1,QUART_US_QT,0
QAN,quarter (of a year),A unit of time defining the number of quarters (3 months).,,2,QUARTER_OF_A_YEAR_QAN,1
QTR,quarter (UK),A traditional unit of weight equal to 1/4 hundredweight. In the United Kingdom one quarter equals 28 pounds.,Qr (UK),2,QUARTER_UK_QTR,1
QD,quarter dozen,,,2,QUARTER_DOZEN_QD,1
QH,quarter hour,,,2,QUARTER_HOUR_QH,1
QK,quarter kilogram,,,2,QUARTER_KILOGRAM_QK,1
1X,quarter mile,,,2,QUARTER_MILE_1X,1
QR,quire,A unit of count for paper expressed as the number of quires (quire: a number of paper sheets typically 25).,qr,2,QUIRE_QR,1
RA,rack,,,2,RACK_RA,1
H80,rack unit,A unit of measure used to describe the height in rack units of equipment intended for mounting in a 19_inch rack or a 23_inch rack. One rack unit is 1.75 inches (44.45 mm) high.,U or RU,2,RACK_UNIT_H80,1
C80,rad,,rad,1,RAD_C80,0
C81,radian,,rad,1,RADIAN_C81,0
C84,radian per metre,,rad/m,1,RADIAN_PER_METRE_C84,0
2A,radian per second,Refer ISO/TC12 SI Guide,rad/s,1,RADIAN_PER_SECOND_2A,0
2B,radian per second squared,Refer ISO/TC12 SI Guide,rad/s^2,1,RADIAN_PER_SECOND_SQUARED_2B,0
C83,radian square metre per kilogram,,rad*m^2/kg,1,RADIAN_SQUARE_METRE_PER_KILOGRAM_C83,0
C82,radian square metre per mole,,rad*m^2/mol,1,RADIAN_SQUARE_METRE_PER_MOLE_C82,0
A9,rate,A unit of quantity expressed as a rate for usage of a facility or service.,,2,RATE_A9,1
13,ration,A unit of count defining the number of rations (ration: a single portion of provisions).,,2,RATION_13,1
RM,ream,A unit of count for paper expressed as the number of reams (ream: a large quantity of paper sheets typically 500).,,2,REAM_RM,1
RN,ream metric measure,,,2,REAM_METRIC_MEASURE_RN,1
C85,reciprocal angstrom,,Å^-1,1,RECIPROCAL_ANGSTROM_C85,0
F58,reciprocal bar,,1/bar,1,RECIPROCAL_BAR_F58,0
E90,reciprocal centimetre,,Å^-1,2,RECIPROCAL_CENTIMETRE_E90,1
H50,reciprocal cubic centimetre,,cm^-3,1,RECIPROCAL_CUBIC_CENTIMETRE_H50,0
K20,reciprocal cubic foot,,1/ft^3,1,RECIPROCAL_CUBIC_FOOT_K20,0
K49,reciprocal cubic inch,,1/in^3,1,RECIPROCAL_CUBIC_INCH_K49,0
C86,reciprocal cubic metre,,m^-3,1,RECIPROCAL_CUBIC_METRE_C86,0
C87,reciprocal cubic metre per second,Synonym: reciprocal second per cubic metre,m^-3/s,1,RECIPROCAL_CUBIC_METRE_PER_SECOND_C87,0
L20,reciprocal cubic millimetre,,1/mm^3,1,RECIPROCAL_CUBIC_MILLIMETRE_L20,0
M10,reciprocal cubic yard,,1/yd^3,1,RECIPROCAL_CUBIC_YARD_M10,0
E91,reciprocal day,,d^-1,2,RECIPROCAL_DAY_E91,1
J26,reciprocal degree Fahrenheit,,1/°F,1,RECIPROCAL_DEGREE_FAHRENHEIT_J26,0
C88,reciprocal electron volt per cubic metre,,eV^-1/m^3,1,RECIPROCAL_ELECTRON_VOLT_PER_CUBIC_METRE_C88,0
C89,reciprocal henry,,H^-1,1,RECIPROCAL_HENRY_C89,0
H10,reciprocal hour,,1/h,1,RECIPROCAL_HOUR_H10,0
Q24,reciprocal inch,Complement of the unit inch according to the Anglo_American and Imperial system of units.,1/in,2,RECIPROCAL_INCH_Q24,1
N91,reciprocal joule,Reciprocal of the derived SI unit joule.,1/J,1,RECIPROCAL_JOULE_N91,0
C90,reciprocal joule per cubic metre,,J^-1/m^3,1,RECIPROCAL_JOULE_PER_CUBIC_METRE_C90,0
C91,reciprocal kelvin or kelvin to the power minus one,,K^-1,1,RECIPROCAL_KELVIN_OR_KELVIN_TO_THE_POWER_MINUS_ONE_C91,0
M21,reciprocal kilovolt _ ampere reciprocal hour,,1/kVAh,1,RECIPROCAL_KILOVOLT___AMPERE_RECIPROCAL_HOUR_M21,0
K63,reciprocal litre,,1/l,1,RECIPROCAL_LITRE_K63,0
M20,reciprocal megakelvin or megakelvin to the power minus one,,1/MK,1,RECIPROCAL_MEGAKELVIN_OR_MEGAKELVIN_TO_THE_POWER_MINUS_ONE_M20,0
C92,reciprocal metre,,m^-1,1,RECIPROCAL_METRE_C92,0
B81,reciprocal metre squared reciprocal second,,m^-2/s,1,RECIPROCAL_METRE_SQUARED_RECIPROCAL_SECOND_B81,0
C94,reciprocal minute,,min^-1,1,RECIPROCAL_MINUTE_C94,0
C95,reciprocal mole,,mol^-1,1,RECIPROCAL_MOLE_C95,0
H11,reciprocal month,,1/mo,1,RECIPROCAL_MONTH_H11,0
C96,reciprocal pascal or pascal to the power minus one,,Pa^-1,1,RECIPROCAL_PASCAL_OR_PASCAL_TO_THE_POWER_MINUS_ONE_C96,0
K93,reciprocal psi,,1/psi,1,RECIPROCAL_PSI_K93,0
P97,reciprocal radian,Reciprocal of the unit radian.,1/rad,2,RECIPROCAL_RADIAN_P97,1
C97,reciprocal second,,s^-1,1,RECIPROCAL_SECOND_C97,0
C98,reciprocal second per cubic metre,,s^-1/m^3,1,RECIPROCAL_SECOND_PER_CUBIC_METRE_C98,0
C99,reciprocal second per metre squared,,s^-1/m^2,1,RECIPROCAL_SECOND_PER_METRE_SQUARED_C99,0
D1,reciprocal second per steradian,,s^-1/sr,1,RECIPROCAL_SECOND_PER_STERADIAN_D1,0
D2,reciprocal second per steradian metre squared,,s^-1/(sr*m^2),1,RECIPROCAL_SECOND_PER_STERADIAN_METRE_SQUARED_D2,0
P78,reciprocal square inch,Complement of the power of the unit inch according to the Anglo_American and Imperial system of units by exponent 2.,1/in^2,1,RECIPROCAL_SQUARE_INCH_P78,0
C93,reciprocal square metre,Synonym: reciprocal metre squared,m^-2,1,RECIPROCAL_SQUARE_METRE_C93,0
P96,reciprocal volt,Reciprocal of the derived SI unit volt.,1/V,2,RECIPROCAL_VOLT_P96,1
M30,reciprocal volt _ ampere reciprocal second,,1/(V*A*s),1,RECIPROCAL_VOLT___AMPERE_RECIPROCAL_SECOND_M30,0
H85,reciprocal week,,1/wk,1,RECIPROCAL_WEEK_H85,0
H09,reciprocal year,,1/y,1,RECIPROCAL_YEAR_H09,0
RL,reel,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,REEL_RL,1
D91,rem,,rem,1,REM_D91,0
P69,rem per second,Unit for the equivalent tin rate relating to DIN 1301_3:1979: 1 rem/s = 001 J/(kg*s) = 1 Sv/s.,rem/s,1,REM_PER_SECOND_P69,0
RS,reset,,,2,RESET_RS,1
RT,revenue ton mile,A unit of information typically used for billing purposes expressed as the number of revenue tons (revenue ton: either a metric ton or a cubic metres whichever is the larger) moved over a distance of one mile.,,2,REVENUE_TON_MILE_RT,1
M44,revolution,Unit to identify an angle of the full circle of 360° or 2*p*rad (Refer ISO/TC12 SI Guide).,rev,1,REVOLUTION_M44,0
M46,revolution per minute,Unit of the angular velocity.,r/min,1,REVOLUTION_PER_MINUTE_M46,0
RPM,revolutions per minute,Refer ISO/TC12 SI Guide,r/min,1,REVOLUTIONS_PER_MINUTE_RPM,0
RPS,revolutions per second,Refer ISO/TC12 SI Guide,r/s,1,REVOLUTIONS_PER_SECOND_RPS,0
P88,rhe,Non SI_conforming unit of fluidity of dynamic viscosity.,rhe,2,RHE_P88,1
RG,ring,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,RING_RG,1
RD,rod,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,ROD_RD,1
F49,rod [unit of distance],A unit of distance equal to 5.5 yards (16 feet 6 inches).,rd (US),1,ROD_UNIT_OF_DISTANCE_F49,0
2C,roentgen,,R,1,ROENTGEN_2C,0
D6,roentgen per second,,R/s,1,ROENTGEN_PER_SECOND_D6,0
RO,roll,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,ROLL_RO,1
RK,roll metric measure,,,2,ROLL_METRIC_MEASURE_RK,1
ROM,room,A unit of count defining the number of rooms.,,2,ROOM_ROM,1
D65,round,A unit of count defining the number of rounds (round: A circular or cylindrical object).,,2,ROUND_D65,1
RU,run,,,2,RUN_RU,1
E52,run foot,A unit of count defining the number feet per run.,,2,RUN_FOOT_E52,1
RH,running or operating hour,A unit of time defining the number of hours of operation.,,2,RUNNING_OR_OPERATING_HOUR_RH,1
SA,sack,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,SACK_SA,1
D7,sandwich,,,2,SANDWICH_D7,1
90,Saybold universal second,,,2,SAYBOLD_UNIVERSAL_SECOND_90,1
SCO,score,A unit of count defining the number of units in multiples of 20.,,2,SCORE_SCO,1
SCR,scruple,,,2,SCRUPLE_SCR,1
D62,second [unit of angle],,"\""",1,SECOND_UNIT_OF_ANGLE_D62,0
SEC,second [unit of time],,s,1,SECOND_UNIT_OF_TIME_SEC,0
D93,second per cubic metre,,s/m^3,1,SECOND_PER_CUBIC_METRE_D93,0
D94,second per cubic metre radian,,s/(rad*m^3),1,SECOND_PER_CUBIC_METRE_RADIAN_D94,0
Q20,second per kilogramm,Unit of the Einstein transition probability for spontaneous or inducing emissions and absorption according to ISO 80000_7:2008 expressed as SI base unit second divided by the SI base unit kilogram.,s/kg,2,SECOND_PER_KILOGRAMM_Q20,1
Q22,second per radian cubic metre,Unit of the density of states as an expression of angular frequency as complement of the product of hertz and radiant and the power of SI base unit metre by exponent 3 .,1/(Hz*rad*m^3),2,SECOND_PER_RADIAN_CUBIC_METRE_Q22,1
SE,section,,,2,SECTION_SE,1
SG,segment,A unit of information equal to 64000 bytes.,,2,SEGMENT_SG,1
5P,seismic level,,,2,SEISMIC_LEVEL_5P,1
5Q,seismic line,,,2,SEISMIC_LINE_5Q,1
E48,service unit,A unit of count defining the number of service units (service unit: defined period / property / facility / utility of supply).,,2,SERVICE_UNIT_E48,1
S6,session,,,2,SESSION_S6,1
SET,set,A unit of count defining the number of sets (set: a number of objects grouped together).,,2,SET_SET,1
P7,seven pack,,,2,SEVEN_PACK_P7,1
M56,shake,Unit for a very short period.,shake,1,SHAKE_M56,0
Q14,shannon,Logarithmic unit for information equal to the content of decision of a sentence of two mutually exclusive events expressed as a logarithm to base 2.,Sh,2,SHANNON_Q14,1
Q17,shannon per second,Time related logarithmic unit for information equal to the content of decision of a sentence of two mutually exclusive events expressed as a logarithm to base 2.,Sh/s,2,SHANNON_PER_SECOND_Q17,1
E21,shares,A unit of count defining the number of shares (share: a total or portion of the parts into which a business entity’s capital is divided).,,2,SHARES_E21,1
ST,sheet,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,SHEET_ST,1
SS,sheet metric measure,,,2,SHEET_METRIC_MEASURE_SS,1
SP,shelf package,,,2,SHELF_PACKAGE_SP,1
SX,shipment,A unit of count defining the number of shipments (shipment: an amount of goods shipped or transported).,,2,SHIPMENT_SX,1
SHT,shipping ton,A unit of mass defining the number of tons for shipping.,,2,SHIPPING_TON_SHT,1
SST,short standard (7200 matches),,,2,SHORT_STANDARD_7200_MATCHES_SST,1
14,shot,A unit of liquid measure especially related to spirits.,,2,SHOT_14,1
L96,sidereal year,,y (sidereal),1,SIDEREAL_YEAR_L96,0
SIE,siemens,,S,1,SIEMENS_SIE,0
H43,siemens per centimetre,,S/cm,1,SIEMENS_PER_CENTIMETRE_H43,0
D10,siemens per metre,,S/m,1,SIEMENS_PER_METRE_D10,0
D12,siemens square metre per mole,,S*m^2/mol,1,SIEMENS_SQUARE_METRE_PER_MOLE_D12,0
D13,sievert,,Sv,1,SIEVERT_D13,0
P70,sievert per hour,Derived SI unit sievert divided by the unit hour.,Sv/h,1,SIEVERT_PER_HOUR_P70,0
P74,sievert per minute,Derived SI unit sievert divided by the unit minute.,Sv/min,1,SIEVERT_PER_MINUTE_P74,0
P65,sievert per second,Derived SI unit sievert divided by the SI base unit second.,Sv/s,1,SIEVERT_PER_SECOND_P65,0
56,sitas,A unit of area for tin plate equal to a surface area of 100 square metres.,,2,SITAS_56,1
P6,six pack,,,2,SIX_PACK_P6,1
S5,sixty fourths of an inch,,,2,SIXTY_FOURTHS_OF_AN_INCH_S5,1
SW,skein,A unit of count defining the number of skeins (skein: a loosely_coiled bundle of yarn or thread).,,2,SKEIN_SW,1
SV,skid,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,SKID_SV,1
D99,sleeve,,,2,SLEEVE_D99,1
SL,slipsheet,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,SLIPSHEET_SL,1
F13,slug,A unit of mass. One slug is the mass accelerated at 1 foot per second per second by a force of 1 pound.,slug,1,SLUG_F13,0
L65,slug per cubic foot,,slug/ft^3,1,SLUG_PER_CUBIC_FOOT_L65,0
L63,slug per day,,slug/d,1,SLUG_PER_DAY_L63,0
L64,slug per foot second,,slug/(ft*s),1,SLUG_PER_FOOT_SECOND_L64,0
L66,slug per hour,,slug/h,1,SLUG_PER_HOUR_L66,0
L67,slug per minute,,slug/min,1,SLUG_PER_MINUTE_L67,0
L68,slug per second,,slug/s,1,SLUG_PER_SECOND_L68,0
6,small spray,,,2,SMALL_SPRAY_6,1
SD,solid pound,,,2,SOLID_POUND_SD,1
D15,sone,A unit of subjective sound loudness. One sone is the loudness of a pure tone of frequency one kilohertz and strength 40 decibels.,,1,SONE_D15,0
SK,split tank truck,,,2,SPLIT_TANK_TRUCK_SK,1
SO,spool,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,SPOOL_SO,1
SQ,square,A unit of count defining the number of squares (square: rectangular shape).,,2,SQUARE_SQ,1
CMK,square centimetre,,cm^2,1,SQUARE_CENTIMETRE_CMK,0
D16,square centimetre per erg,,cm^2/erg,1,SQUARE_CENTIMETRE_PER_ERG_D16,0
H15,square centimetre per gram,,cm^2/g,1,SQUARE_CENTIMETRE_PER_GRAM_H15,0
M81,square centimetre per second,0000 1_fold of the power of the SI base unit metre by exponent 2 divided by the SI base unit second.,cm^2/s,1,SQUARE_CENTIMETRE_PER_SECOND_M81,0
D17,square centimetre per steradian erg,,cm^2/(sr*erg),1,SQUARE_CENTIMETRE_PER_STERADIAN_ERG_D17,0
H16,square decametre,Synonym: are,dam^2,1,SQUARE_DECAMETRE_H16,0
DMK,square decimetre,,dm^2,1,SQUARE_DECIMETRE_DMK,0
FTK,square foot,,ft^2,1,SQUARE_FOOT_FTK,0
M79,square foot per hour,Power of the unit foot according to the Anglo_American and Imperial system of units by exponent 2 divided by the unit of time hour.,ft^2/h,1,SQUARE_FOOT_PER_HOUR_M79,0
S3,square foot per second,Synonym: foot squared per second,ft^2/s,1,SQUARE_FOOT_PER_SECOND_S3,0
H18,square hectometre,Synonym: hectare,hm^2,1,SQUARE_HECTOMETRE_H18,0
INK,square inch,,in^2,1,SQUARE_INCH_INK,0
G08,square inch per second,,in^2/s,1,SQUARE_INCH_PER_SECOND_G08,0
KMK,square kilometre,,km^2,1,SQUARE_KILOMETRE_KMK,0
MTK,square metre,,m^2,1,SQUARE_METRE_MTK,0
L14,square metre hour degree Celsius per kilocalorie (international table),,m^2*h*°C/kcal,1,SQUARE_METRE_HOUR_DEGREE_CELSIUS_PER_KILOCALORIE_INTERNATIONAL_TABLE_L14,0
D19,square metre kelvin per watt,,m^2*K/W,1,SQUARE_METRE_KELVIN_PER_WATT_D19,0
Q36,square metre per cubic metre,A unit of the amount of surface area per unit volume of an object or collection of objects.,m2/m3,2,SQUARE_METRE_PER_CUBIC_METRE_Q36,1
D20,square metre per joule,,m^2/J,1,SQUARE_METRE_PER_JOULE_D20,0
D21,square metre per kilogram,,m^2/kg,1,SQUARE_METRE_PER_KILOGRAM_D21,0
